CONTEXT,ID,TEXT
traveler:EZIC_DIPLO_FOLLOW,Appove the visa.,비자를 발급해주게나.
traveler:EZIC_DIPLO_FOLLOW,For Arstotzka and the Order.,아스토츠카와 결사단을 위하여.
traveler:EZIC_DIPLO_FOLLOW,This is not what was agreed on.,언질받은 적 없는 상황이군.
traveler:EZIC_DIPLO_FOLLOW,I am sent to collect diplomat's passport.,외교관의 여권을 받아가겠네.
traveler:EZIC_DIPLO_FOLLOW,@I do not have it.,@가지고 있지 않습니다.
traveler:SECRET_POLICE_INTRO,"Good morning, inspector.","안녕하신가, 검문관."
traveler:SECRET_POLICE_INTRO,You are healthy today yes?,오늘은 좀 어떤가?
traveler:SECRET_POLICE_INTRO,I have just few questions for you.,자네에게 물어볼 게 있네.
traveler:SECRET_POLICE_INTRO,There was problem at Metro last night.,지난 밤에 큰 문제가 발생했다네.
traveler:SECRET_POLICE_INTRO,Maybe you read about it in paper.,신문에서 봤듯이 말일세.
traveler:SECRET_POLICE_INTRO,Is very big news.,떠들썩한 소식이었잖나.
traveler:SECRET_POLICE_INTRO,We think it is not accident.,사고는 아닌 것 같더군.
traveler:SECRET_POLICE_INTRO,We think it is caused by suspicious group.,수상쩍은 단체가 저지른 짓으로 보이네.
traveler:SECRET_POLICE_INTRO,We think some members pass through this checkpoint.,놈들은 이 검문소를 통과했던 모양일세.
traveler:SECRET_POLICE_INTRO,So we come talk to you.,그래서 자네를 찾아온걸세.
traveler:SECRET_POLICE_INTRO,Have you seen anything like this?,이렇게 생긴 거 본 적 없나?
traveler:SECRET_POLICE_INTRO,Is some kind of symbol for group.,녀석들의 상징 같은걸세.
traveler:SECRET_POLICE_INTRO,"If you have any information, you give to us yes?","정보가 있다면, 우리에게 넘겨주게나."
traveler:SECRET_POLICE_INTRO,Yes?,알아들었나?
traveler:SECRET_POLICE_INTRO,@Yes.,@알겠습니다.
traveler:SECRET_POLICE_INTRO,Very good.,훌륭하군.
traveler:SECRET_POLICE_INTRO,Please return my badge and paper.,뱃지와 서류를 돌려주게나.
traveler:SECRET_POLICE_INTRO,We think suspicious group attempts to stir trouble.,수상쩍은 단체에서 문제를 일으킬 모양일세.
traveler:SECRET_POLICE_INTRO,We think some members enter this checkpoint.,놈들은 이 검문소를 통과했더군.
traveler:SECRET_POLICE_INTRO,What is this?,이게 뭔가?
traveler:SECRET_POLICE_INTRO,Interesting.,흥미로운걸.
traveler:SECRET_POLICE_INTRO,"Yes, very interesting.",정말로 흥미롭구만.
traveler:SECRET_POLICE_INTRO,I think it is best if you come with me.,자네가 협력해줬으면 좋겠군.
traveler:SECRET_POLICE_INTRO,This group is very dangerous.,놈들은 무척이나 위험하거든.
traveler:SECRET_POLICE_INTRO,"If you see any curious thing, report immediately.","의심스러운 걸 발견하면, 즉시 연락해주게나."
traveler:SECRET_POLICE_CAUGHT,Hello inspector.,"안녕하신가, 검문관."
traveler:SECRET_POLICE_CAUGHT,There is small discrepancy with your finances.,자네의 재정 기록에 의구심이 들더군.
traveler:SECRET_POLICE_CAUGHT,The Ministry of Income was thoughtful enough to notify us.,납세청에서 우리 쪽에 언질을 줬다네.
traveler:SECRET_POLICE_CAUGHT,It is best if you come with me.,날 따라와줬으면 좋겠군.
traveler:SECRET_POLICE_FINAL,Inspector.,검문관.
traveler:SECRET_POLICE_FINAL,It has been some time.,간만이로군.
traveler:SECRET_POLICE_FINAL,Read your bulletin carefully today.,오늘자 단신은 상세히 읽어보게나.
traveler:SECRET_POLICE_FINAL,We will be speaking with many workers.,노동자들에게 발표할 사안이거든.
traveler:SECRET_POLICE_FINAL,Your audit comes soon.,곧 회계 감사가 있을걸세.
traveler:SECRET_POLICE_FINAL,I will personally conduct it.,이 몸이 직접 나서는 일이지.
traveler:SECRET_POLICE_FINAL,There is nothing to fear.,두려워할 것 없네.
traveler:SECRET_POLICE_FINAL,Work hard.,열심히 일하게나.
traveler:JORJI_BASE,All right! You the best!,다행이군! 자네가 최고일세!
traveler:JORJI_BASE,Arstotzka the best!,아스토츠카는 최고의 국가지!
traveler:JORJI_BASE,"Here, take this!",이거 받게나!
traveler:JORJI0,Ok! Here we go!,"자, 어디 가볼까나!"
traveler:JORJI0,Glory to Arstotzka!,아스토츠카에 영광을!
traveler:JORJI0,The greatest country!,위대한 국가일지니!
traveler:JORJI0,@Where is your passport?,@여권은 어딨습니까?
traveler:JORJI0,Passport!,여권이라!
traveler:JORJI0,"Arstotzka so great, passport not required.",위대한 아스토츠카로 가는데 여권은 필요없잖나.
traveler:JORJI0,Right?,그렇지 않나?
traveler:JORJI0,@A passport is required.,@여권을 제출하십시오.
traveler:JORJI0,"Ok, ok. I hear you.",알겠네. 알아들었다고.
traveler:JORJI0,I come back again.,다시 오도록 하겠네.
traveler:JORJI1,Ok! Hello again!,"자네, 다시 만났구만!"
traveler:JORJI1,Now I have passport!,여권을 가져왔다네!
traveler:JORJI1,Arstotzka still best country for sure!,아스토츠카는 여전히 멋진 나라구만!
traveler:JORJI1,@This passport is crude fake.,@딱 봐도 가짜잖습니까.
traveler:JORJI1,Hey now! Is not true!,"이보게나, 그렇지 않네!"
traveler:JORJI1,Is pre-approved!,예전에 발급받은 걸세.
traveler:JORJI1,@ Cobrastan is not a real country.,@ 코브라스탄이란 국가는 없습니다.
traveler:JORJI1,"Ok, ok.","아차, 그랬던가."
traveler:JORJI1,"You no like passport, I understand.",여권만큼은 깐깐하기 그지 없구만.
traveler:JORJI1,I come back again with better one.,다음 번에는 멀쩡한 여권을 가져오겠네.
traveler:JORJI2,Old friend hello!,"안녕하신가, 오랜 벗이여!"
traveler:JORJI2,I am back again!,내가 돌아왔다네!
traveler:JORJI2,This time everything set.,이번에는 멀쩡할걸세.
traveler:JORJI2,@You are missing an entry permit.,@입국 허가서가 없습니다만.
traveler:JORJI2,Oh man you funny guy!,"참나, 농담도 잘하는구만."
traveler:JORJI2,@An entry permit is required.,@입국 허가서를 발급받으십시오.
traveler:JORJI2,"Wow, you run very strict border here.","이런, 정말이지 깐깐한 국경이로군."
traveler:JORJI2,That is good. Do job right.,성실히 일해서 보기 좋구만.
traveler:JORJI2,I look for entry thing and come back.,입국 뭐시기를 가지고 다시 오겠네.
traveler:JORJI3,Hey it is me!,"이보게나, 나일세!"
traveler:JORJI3,Are you happy to see?,다시 보니 반갑지 않나?
traveler:JORJI3,I have everything you ask for now.,말해줬던 서류를 모조리 챙겨왔네.
traveler:JORJI3,@Tickets are no longer accepted.,@표는 더 이상 받지 않습니다.
traveler:JORJI3,Hey no!,이보게나!
traveler:JORJI3,Guy sold me ticket. Say is good!,그 녀석이 괜찮을 거라면서 팔았다고!
traveler:JORJI3,You check again maybe.,다시 한 번 살펴주게나.
traveler:JORJI3,@Do not come back again.,@다신 돌아오지 마십시오.
traveler:JORJI3,Haha!,하하하!
traveler:JORJI3,You nice guy but I have business in Arstotzka.,"말은 고맙지만, 아스토츠카엔 볼 일이 있다네."
traveler:JORJI3,I get right papers and come see you.,알맞은 서류와 함께 돌아오겠네.
traveler:JORJI4,Hello my guy!,안녕하신가!
traveler:JORJI4,Ok. Today is day!,오늘이야말로 날일세!
traveler:JORJI4,Look at all good papers.,멋진 서류들을 좀 보게나.
traveler:JORJI4,Was not easy.,쉽지는 않았네.
traveler:JORJI4,Or cheap! Haha!,싸지도 않았지! 하하!
traveler:JORJI4,@I told you not to come back.,@다신 돌아오지 말라고 했잖습니까.
traveler:JORJI4,This is crap.,허튼소리 말게나.
traveler:JORJI4,You know what? Forget it.,"뭐, 어떤가? 잊어야지."
traveler:JORJI4,Arstotzka worst country.,아스토츠카는 최악의 국가로군.
traveler:JORJI4,You worst person.,자네 역시 마찬가지일세.
traveler:JORJI4,Thank you so much!,정말로 고맙구만!
traveler:JORJI4,"If I am honest to you, I was little nervous.","솔직히 얘기하자면, 긴장하고 있었다네."
traveler:JORJI4,Even with right papers is hard to say.,서류를 잘 챙겨왔는데도 말일세.
traveler:JORJI4,Ok bye!,그럼 잘 있게나!
traveler:JORJI_SMUGGLE0,Again I am here!,또 찾아왔다네!
traveler:JORJI_SMUGGLE0,Everything all set up now.,서류는 제대로 챙겨왔지.
traveler:JORJI_SMUGGLE0,I come through often to see you.,자네의 얼굴이 보고 싶었다네.
traveler:JORJI_SMUGGLE0,We become good friends!,우리들은 친구가 아니던가!
traveler:JORJI_SMUGGLE0,@Your weight is different.,@체중이 다르군요.
traveler:JORJI_SMUGGLE0,Is sad story.,말하자면 슬픈 이야기지.
traveler:JORJI_SMUGGLE0,My wife very bad cook.,아내의 요리가 영 꽝이야.
traveler:JORJI_SMUGGLE0,"But if I do not eat, she get angry.","그런데 먹지 않으면, 신경질부터 내거든."
traveler:JORJI_SMUGGLE0,"Uh oh, maybe you not like this!","이런, 그러지 말아주게나!"
traveler:JORJI_SMUGGLE0,@What is this?,@이게 뭡니까?
traveler:JORJI_SMUGGLE0,Is drugs!,마약이라네!
traveler:JORJI_SMUGGLE0,I have little side business here.,부업 삼아서 손대고 있지.
traveler:JORJI_SMUGGLE0,You let me through and I give you something something.,보내준다면 괜찮은 거시기를 주도록 하겠네.
traveler:JORJI_SMUGGLE0,@Something what?,@거시기가 뭡니까?
traveler:JORJI_SMUGGLE0,Ten credits.,열 장일세.
traveler:JORJI_SMUGGLE0,I give you ten credits for just little stamp.,도장만 찍어주면 큰 걸로 열 장 주겠네.
traveler:JORJI_SMUGGLE0,@Wait here Jorji.,@대기하십시오.
traveler:JORJI_SMUGGLE0,"Is ok, I understand.",그렇구만. 알아들었네.
traveler:JORJI_SMUGGLE0,Drugs are bad. Not good for kids.,마약은 나쁘지. 애들한테도 안 좋고.
traveler:JORJI_SMUGGLE0,You do great work here still.,자네는 여전히 성실하구만.
traveler:JORJI_SMUGGLE0,Ok!,알겠네!
traveler:JORJI_SMUGGLE0,We go full speed!,박차를 가하자고!
traveler:JORJI_SMUGGLE0,Hey what is problem?,"이보게나, 뭐가 문제인가?"
traveler:JORJI_SMUGGLE0,@I do not trust you.,@당신은 믿기 힘드니까요.
traveler:JORJI_SMUGGLE0,"Ok, ok.","알겠네, 알겠어."
traveler:JORJI_SMUGGLE0,You good guy so I win trust next time.,다음 번에는 자네가 믿게 만들어야겠군.
traveler:JORJI_SMUGGLE1,"Ok, I am back!","여어, 내가 돌아왔네!"
traveler:JORJI_SMUGGLE1,Same procedure!,똑같은 절차로구만!
traveler:JORJI_SMUGGLE1,They told me this hard business.,어려운 사업이긴 하네만
traveler:JORJI_SMUGGLE1,So far everything smooth like ice!,지금까지는 매끈하게 진행되고 있네!
traveler:JORJI_SMUGGLE1,Thanks to you!,자네에게 감사를 표하네!
traveler:JORJI_SMUGGLE1,Buy something happy for wife.,아내에게 선물을 사줘야겠군.
traveler:JORJI_SMUGGLE1,Phew!,휴우!
traveler:JORJI_SMUGGLE1,"Was tough one. Lucky for me, guard was easy.",힘들어 죽겠구만. 설렁설렁한 경비원이어서 다행일세.
traveler:JORJI_SMUGGLE1,He asks for big money but is reasonable man.,"뇌물을 요구할 수도 있었는데, 사리를 아는 녀석이더군."
traveler:JORJI_SMUGGLE1,"Oh man, again!",또 이건가!
traveler:JORJI_SMUGGLE1,That guard have another good day.,경비원과 담소라도 나눠야겠군.
traveler:JORJI_SMUGGLE1,Not sure I keep this up with no sales!,"물건을 못 파는 게 안타깝지만."
traveler:JORJI_SMUGGLE1,"Ok, we try again!","자, 한 번 해보세나!"
traveler:JORJI_SMUGGLE1,"Sorry to bother you, but this my only job.","귀찮게 해서 미안하지만, 이게 내 일이거든."
traveler:JORJI_SMUGGLE1,"@Wait here, Jorji.",@대기하십시오.
traveler:JORJI_SMUGGLE1,"Is ok, I understand.",그렇구만. 알아듣겠네.
traveler:JORJI_SMUGGLE1,Drugs are bad. Not good for kids.,마약은 나쁘지. 애들한테도 안 좋고.
traveler:JORJI_SMUGGLE1,You do great work here still.,자네는 여전히 성실하구만.
traveler:JORJI_SMUGGLE1,@I see a difference here.,@서류와 다른 사항이 있군요.
traveler:JORJI_SMUGGLE1,Is real mystery for sure.,"것참, 이상한 일이로군."
traveler:JORJI_SMUGGLE1,Maybe things get too sexy in here.,조금 야한 분위기가 된 것 같은데.
traveler:JORJI_SMUGGLE1,@Drugs?,@마약입니까?
traveler:JORJI_SMUGGLE1,Looks like good stuff right?,괜찮은 물건 아닌가?
traveler:JORJI_SMUGGLE1,Wait! I give you 10 credits for ok stamp!,잠깐! 큰 걸로 열 장을 주겠네!
traveler:JORJI_SMUGGLE1,Think about family!,가족을 생각하게나!
traveler:JORJI_SMUGGLE1,They can buy many happy things with these credits.,이 정도면 괜찮은 선물을 살 수 있다네.
traveler:JORJI_SMUGGLE1,Just for little harmless drugs!,고작 마약 조금이잖나!
traveler:JORJI_SMUGGLE1,"This much better, see?",괜찮은 조건 아닌가?
traveler:JORJI_SMUGGLE1,"Wow, you really stand-up guy.",정말로 목석 같은 사람이구만.
traveler:JORJI_SMUGGLE1,Maybe is not so good for me when I think about.,내게는 그리 반가운 사람은 아닐세.
traveler:JORJI_CRIMINAL,Is good to see you again!,다시 만나서 반갑구만!
traveler:JORJI_CRIMINAL,Today I come just for short visit.,오늘은 지나가는 길에 잠깐 들렀네.
traveler:JORJI_CRIMINAL,Everything is definitely ok with me.,요즘은 되는대로 잘 풀리고 있다네.
traveler:JORJI_CRIMINAL,For sure I am not in criminal bulletin or anything!,범죄 따위에도 연루되지 않고 말일세!
traveler:JORJI_CRIMINAL,@Your face is in wanted bulletin.,@지명 수배서에 당신 얼굴이 있습니다만.
traveler:JORJI_CRIMINAL,What! I pay police like crazy!,뭐라고? 경찰한테는 이미 손을 써뒀네!
traveler:JORJI_CRIMINAL,They promise no bulletin. All clear they say.,그럴 일은 없다고 했네. 다 처리해뒀단 말일세.
traveler:JORJI_CRIMINAL,I think twice about trusting friendly people.,친하게 구는 사람은 의심하고 봐야겠구만.
traveler:JORJI_CRIMINAL,Hey I really like you.,난 자네가 맘에 드네.
traveler:JORJI_CRIMINAL,I know is risky to help me like this.,나 같은 놈을 돕기는 힘들겠지만
traveler:JORJI_CRIMINAL,I try to make it up for you.,보상은 톡톡히 치르겠네.
traveler:JORJI_CRIMINAL,"Ah, is ok.","자, 어떤가."
traveler:JORJI_CRIMINAL,At least you do not arrest me.,최소한 잡아가지는 말게나.
traveler:JORJI_CRIMINAL,Thanks anyways.,어쨌든 고맙구만.
traveler:JORJI_CRIMINAL,@Sorry Jorji.,@미안합니다.
traveler:JORJI_CRIMINAL,"Ah, is ok. Most police know me now.",괜찮네. 경찰들과는 안면이 있네.
traveler:JORJI_CRIMINAL,I have little talk with them again.,이번에도 조서만 쓰면 끝이겠지.
traveler:JORJI_CRIMINAL,"Anyway, you have tough job.",어쨌거나 자네도 힘들겠구만.
traveler:JORJI_CRIMINAL,I rather sell drugs!,차라리 마약을 파는 게 낫지!
traveler:JORJI_PASSPORTS,I read newspaper.,신문을 봤다네.
traveler:JORJI_PASSPORTS,@Hello Jorji.,@안녕하십니까.
traveler:JORJI_PASSPORTS,Things getting little crazy in Arstotzka.,아스토츠카 정세가 미쳐가더군.
traveler:JORJI_PASSPORTS,Maybe you think about going away for a bit.,잠시 동안 몸을 피하는 게 어떻겠나?
traveler:JORJI_PASSPORTS,Obristan is good place.,오브리스탄은 좋은 곳일세.
traveler:JORJI_PASSPORTS,Right next door up north.,조금만 북쪽으로 올라가면 되네.
traveler:JORJI_PASSPORTS,@Our passports have been confiscated.,@여권은 이미 압수당했습니다.
traveler:JORJI_PASSPORTS,@We cannot leave.,@떠날 수가 없어요.
traveler:JORJI_PASSPORTS,Hey that not good sign.,"것참, 좋은 소식은 아니군."
traveler:JORJI_PASSPORTS,Hold on.,잠깐만.
traveler:JORJI_PASSPORTS,I know a guy.,아는 사람이 있네.
traveler:JORJI_PASSPORTS,Just give him real passports to work with.,가지고 있는 여권이 있으면 주게나.
traveler:JORJI_PASSPORTS,He changes info to match for you.,녀석이 자네에 알맞게 고쳐줄걸세.
traveler:JORJI_PASSPORTS,I learn that in hard way.,힘들게 얻은 정보라네.
traveler:JORJI_PASSPORTS,Thanks again!,고맙구만!
traveler:JORJI_PASSPORTS,Bah! Maybe you right.,"쳇, 자네 생각대로 하게나."
traveler:JORJI_PASSPORTS,Better to take little break.,조금 쉬는 게 좋을걸세.
traveler:JORJI_PASSPORTS,Hey what the hell?,"이봐, 어쩌자는 겐가?"
traveler:JORJI_PASSPORTS,You take my passport!,내 여권을 뺏어가다니!
traveler:JORJI_PASSPORTS,You can see it was expensive!,엄청 비싼 녀석이란 말일세!
traveler:JORJI_PASSPORTS,@You said I need real Obristan passports.,@오브리스탄 여권을 가져오라고 했잖습니까.
traveler:JORJI_PASSPORTS,Man. Fine.,"이런, 어쩌겠나."
traveler:JORJI_PASSPORTS,I get another but little unhappy about it.,"하나 더 있긴 하네만, 기분이 좀 그렇구만."
traveler:JORJI_PASSPORTS,Memorize flyer and give back.,전단지는 보고 돌려주게나.
traveler:JORJI_PASSPORTS,Hey you know what.,"이보게나, 잠깐."
traveler:JORJI_PASSPORTS,Take my passport.,내 여권을 가져가게나.
traveler:JORJI_PASSPORTS,I get another one no problem.,나한테는 하나 더 있거든.
traveler:JORJI_PASSPORTS,Now memorize flyer and give back if you finish reading.,전단지는 훑어보고 돌려주게나.
traveler:JORJI_PASSPORTS,Do not want to get in trouble!,말썽에 엮이긴 싫거든!
traveler:JORJI_PASSPORTS,Obristan really great this time of year.,오브리스탄이 아름다울 시기로구만.
traveler:JORJI_PASSPORTS,Lots of snow.,눈이 잔뜩 오거든.
traveler:JORJI_PASSPORTS,Not sure where you get more passports for family.,가족들 여권까지 구할 생각이었나?
traveler:JORJI_PASSPORTS,But you smart guy.,똑똑한 친구로군.
traveler:JORJI_PASSPORTS,Probably figure it out!,해낼 수 있을걸세!
traveler:JORJI_PASSPORTS,Good luck.,행운을 빌지.
traveler:JORJI_GOODBYE,Ho boy! I make big score!,"만세, 대박났구만!"
traveler:JORJI_GOODBYE,Huge! You have no idea!,"어휴, 알 게 뭔가!"
traveler:JORJI_GOODBYE,Anyway. I just want to say thank you.,어쨌든 고맙다고 말해야겠군.
traveler:JORJI_GOODBYE,I wait in line just for that!,이것 때문에 종일 기다렸는데!
traveler:JORJI_GOODBYE,Maybe I quit now.,이제 관둬야겠구만.
traveler:JORJI_GOODBYE,Haha!,하하하!
traveler:BROTHEL0,Hello handsome.,"여어, 미남 형씨."
traveler:BROTHEL0,You look bored.,따분해 보이는군.
traveler:BROTHEL0,"If you want good time, come see us.","시간 떼우고 싶으면, 찾아오라고."
traveler:BROTHEL0,I will be around couple months.,몇 달간 근처에 있을테니까.
traveler:BROTHEL0,Don't forget to visit.,꼭 찾아와.
traveler:BROTHEL1,Hey there.,이봐요.
traveler:BROTHEL1,I can make you happy any time.,제가 기쁘게 해드릴 수도 있는데.
traveler:BROTHEL1,Come to Pink Vice. Ask for Ava.,핑크 바이스에서 아바를 찾아주세요.
traveler:BROTHEL2,Oh. Here.,이봐.
traveler:BROTHEL2,Please help me.,날 좀 도와달라고.
traveler:BROTHEL3,Hello friend.,"어이, 친구."
traveler:BROTHEL3,"You come down, I give you good girl.","도와준다면, 좋은 여자를 소개해주지."
traveler:BROTHEL3,That little bitch.,빌어먹을 년.
traveler:BROTHEL3,I break her in two.,두 동강을 내주겠어.
traveler:BROTHEL3,@You are Dari Ludum?,@Dari Ludum이십니까?
traveler:BROTHEL3,"Of course, it says on passport.",당연하지. 그렇게 써있잖아.
traveler:BROTHEL3,@One moment.,@대기하십시오.
traveler:BROTHEL3,What is this shit?,뭐하자는 짓거리야?
traveler:BROTHEL3,Give my papers back.,당장 서류 내놓으라고.
traveler:KILLERATHLETE,@You are Vince Lestrade?,@Vince Lestrade십니까?
traveler:KILLERATHLETE,Damn.,젠장.
traveler:KILLERATHLETE,"Look, I did not kill her. I was set up.",내가 죽이지 않았어. 이건 함정이라고.
traveler:KILLERATHLETE,Do not believe the Republian lies.,리퍼블리아 놈들의 거짓말에 속지 말라고.
traveler:KILLERATHLETE,Let me through.,보내달란 말이야.
traveler:KILLERATHLETE,Shit.,빌어먹을.
traveler:HUSBAND_WIFE0,"Today is beautiful day, my friend.","정말이지 기쁜 날이구만, 친구여."
traveler:HUSBAND_WIFE0,We finally become free from Antegrian tyranny!,마침내 안테그리아의 독재로부터 벗어났다네!
traveler:HUSBAND_WIFE0,Thank you so much!,정말로 고맙구만!
traveler:HUSBAND_WIFE0,"Please be kind to my wife, she is just after me.",집사람에게도 친절히 대해주게나. 바로 다음일세.
traveler:HUSBAND_WIFE0,No! They will kill us!,안 돼! 놈들에게 죽을거라고!
traveler:HUSBAND_WIFE0,"Please, I beg you.","제발, 부탁일세."
traveler:HUSBAND_WIFE0,Let my wife pass. She is coming to you next.,집사람은 보내주게나. 바로 다음 차례일세.
traveler:HUSBAND_WIFE1,Did you see my husband?,우리 남편 못 봤나요?
traveler:HUSBAND_WIFE1,"He made it through, yes?",확실히 통과했겠죠?
traveler:HUSBAND_WIFE1,@Where is your entry permit?,@입국 허가서는 어딨습니까?
traveler:HUSBAND_WIFE1,"Please, I beg you.",제발 부탁이에요.
traveler:HUSBAND_WIFE1,They would not give me permit. I have no choice.,허가서를 발급받지 못했어요. 어쩔 수 없었다고요.
traveler:HUSBAND_WIFE1,I will be killed if I return to Antegria.,안테그리아로 돌아가면 죽을거예요.
traveler:HUSBAND_WIFE1,Thank you.,고마워요.
traveler:HUSBAND_WIFE1,We will not forget.,잊지 않을게요.
traveler:HUSBAND_WIFE1,Why?,왜죠?
traveler:HUSBAND_WIFE1,You have doomed me.,당신이 날 죽인거예요.
traveler:HUSBAND_WIFE1,Why did you turn my husband away?,남편을 왜 돌려보냈죠?
traveler:HUSBAND_WIFE1,I will not leave him to die.,남편을 죽게 내버려둘 순 없어요.
traveler:HUSBAND_WIFE1,You have doomed us both.,당신이 우리 부부를 죽인거예요.
traveler:HIRING_ENGINEERS_START,"You see many people, yes?",날마다 여러 사람을 만나겠군.
traveler:HIRING_ENGINEERS_START,I am looking for engineers.,수리공을 찾고 있거든.
traveler:HIRING_ENGINEERS_START,Do me a favor.,좀 도와달라고.
traveler:HIRING_ENGINEERS_START,Give my card to any engineers you meet.,"수리공을 만나면, 한 장씩 건네줘."
traveler:HIRING_ENGINEERS_START,I come back in few days.,며칠 뒤에 돌아오도록 하지.
traveler:HIRING_ENGINEERS_START,Pay you 5 credits for each engineer that calls me.,연락올 때마다 다섯 장씩 건네주도록 하지.
traveler:HIRING_ENGINEERS_START,You make a mistake but I let you fix it.,실수를 만회할 기회를 주지.
traveler:HIRING_ENGINEERS,What is this?,이게 뭐지?
traveler:HIRING_ENGINEERS,Oh. Huh. ; Huh. ; They are hiring?,오호라. ; 호오. ; 일거리를 준다고?
traveler:HIRING_ENGINEERS,I have already.,이미 받았어.
traveler:HIRING_ENGINEERS,Stop giving to me.,그만 달라고.
traveler:HIRING_ENGINEERS,"Forget it, take them both. I don't want.",됐어요. 필요없으니 가져가라고.
traveler:HIRING_ENGINEERS_END,"Is good card, yes? ; Thanks ; These were not cheap you know. ;",쓸모있겠는걸? ; 고맙군 ; 큰 빚을 졌어. ;
traveler:HIRING_ENGINEERS_END,I am back.,돌아왔네.
traveler:HIRING_ENGINEERS_END,How many engineers did you meet?,몇이나 찾아왔을 것 같나?
traveler:HIRING_ENGINEERS_END,I got no calls.,연락이 없었다네.
traveler:HIRING_ENGINEERS_END,You gave my cards to no one.,명함 한 장 건네주지 않았구만.
traveler:HIRING_ENGINEERS_END,Thank you for nothing.,퍽이나 고맙수다.
traveler:HIRING_ENGINEERS_END,I get only one call.,딱 한 통 왔더군.
traveler:HIRING_ENGINEERS_END,I'm lucky that he is good lead.,솜씨좋은 사람이어서 다행이지만.
traveler:HIRING_ENGINEERS_END,Here is what I promised.,여기 약속한 대가일세.
traveler:HIRING_ENGINEERS_END,I got two calls.,전화 두 통을 받았네.
traveler:HIRING_ENGINEERS_END,"One guy, he was good.",한 사람은 괜찮았는데.
traveler:HIRING_ENGINEERS_END,Other one not so much.,다른 하나는 영 아니더군.
traveler:HIRING_ENGINEERS_END,Thanks anyways.,어쨌든 고맙네.
traveler:HIRING_ENGINEERS_END,I got three calls.,셋한테서 연락을 받았네.
traveler:HIRING_ENGINEERS_END,Two guys were good.,두 사람은 쓸만하더군.
traveler:HIRING_ENGINEERS_END,Last one was a fool. Didn't know basics.,한 놈은 기본조차 모르는 얼간이였지만.
traveler:HIRING_ENGINEERS_END,But is ok. I appreciate.,어쨌든 고맙네.
traveler:HIRING_ENGINEERS_END,I got four calls.,네 통의 전화를 받았네.
traveler:HIRING_ENGINEERS_END,Three were civil engineers. Useless.,셋은 토목 기사더군. 쓸모없었지.
traveler:HIRING_ENGINEERS_END,I need mechanicals. I told you.,수리공이 필요했다고.
traveler:HIRING_ENGINEERS_END,"Anyway, is ok. Last guy very sharp.","뭐, 상관없으려나. 한 사람은 끝내줬거든."
traveler:HIRING_ENGINEERS_END,Thanks for the help.,도와줘서 고맙네.
traveler:FRIENDLY_GUARD0,Hello.,안녕하신가.
traveler:FRIENDLY_GUARD0,I heard that you are from Nirsk?,니르스크 출신이라 들었는데?
traveler:FRIENDLY_GUARD0,I grew up there but I have not been back in many years.,동향이었군. 고향에 내려간 기억도 가물가물하네.
traveler:FRIENDLY_GUARD0,@It is still a shit-hole. As before.,@예전마냥 촌구석인 곳이지.
traveler:FRIENDLY_GUARD0,"Haha, of course. This is what I remember too.","하하, 그렇겠지. 예전이랑 똑같겠구만."
traveler:FRIENDLY_GUARD0,I am Sergiu. It is good to meet you.,난 Sergiu일세. 만나서 반갑군.
traveler:FRIENDLY_GUARD0,I will do my best to keep you safe.,자네를 안전하게 지켜주겠네.
traveler:FRIENDLY_GUARD1,Thank you for yesterday.,어제 일은 고맙네.
traveler:FRIENDLY_GUARD1,My aim is not like before.,내 솜씨도 한물 간 모양이야.
traveler:FRIENDLY_GUARD2,There is more action at this checkpoint than in the war.,여기는 전시보다 더 위험한 곳이야.
traveler:FRIENDLY_GUARD2,I fought in Kolechia for 5 years.,콜레치아에 5년 동안 파병갔었지.
traveler:FRIENDLY_GUARD2,"If you think it is bad in Arstotzka, it is ten times worse in Kolechia.",아스토츠카보다 열 배는 끔찍한 곳이야.
traveler:FRIENDLY_GUARD2,I do not blame them for coming here.,이리로 피난오는 것도 이해가 간다니까.
traveler:FRIENDLY_GUARD2,"Anyways, you are doing well. Keep it up.",어쨌거나 자네는 잘하고 있네. 힘내게나.
traveler:FRIENDLY_GUARD3,"Friend, how are you?","친구, 좀 어떤가?"
traveler:FRIENDLY_GUARD3,I have a small favor to ask.,부탁할 게 있다네.
traveler:FRIENDLY_GUARD3,"During the war, I met a beautiful girl.",전쟁 도중에 한 여자를 만났네.
traveler:FRIENDLY_GUARD3,I think about her every moment.,항상 마음 속에 간직한 여자지.
traveler:FRIENDLY_GUARD3,Yesterday I receive word that she is finally coming here.,어제 그녀가 아스토츠카로 오겠다는 전갈을 보내왔네.
traveler:FRIENDLY_GUARD3,"Please, let her pass and I will be in your debt.",그녀를 보내주게나. 빚은 갚도록 하겠네.
traveler:FRIENDLY_GUARD3,Her name is Elisa.,그녀의 이름은 Elisa일세.
traveler:FRIENDLY_GUARD4,Thank you for everything.,정말이지 고맙구만.
traveler:FRIENDLY_GUARD4,Elisa is so happy here.,Elisa가 기뻐하던걸.
traveler:FRIENDLY_GUARD4,She says our first son will have your name.,첫째 아들에게 자네 이름을 물려준다더군.
traveler:FRIENDLY_GUARD4,This is fine but I told her I want a daughter first!,"그것도 괜찮지만, 딸을 낳았으면 좋겠는데."
traveler:FRIENDLY_GUARD4,I would like to show the locket to her.,그녀에게 목걸이를 보여주고 싶구만.
